PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type,State Source Type,Water Hauler,Population,Service Connections,Dist Operator,Treatment Operator,Admin Contact,Emails,Phone Numbers
CO0107472,LEFTHAND WSD LAKE PINES,Reports,BOULDER,A,Community,Purchased Surface Water,No,250,80,GABRIELLE BEGEMAN,null,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0263400,LIBERTY SCHOOL,Reports,YUMA,A,"Non-Transient, Non-Community",Groundwater,No,102,2,WAYNE HERRICK,WAYNE HERRICK,RHONDA PUCKETT,PUCKETTR@LIBERTYSCHOOLJ4.COM;,(BUS) 970-358-4288;
CO0134570,LIGHTNER CREEK MHP,Reports,LA PLATA,A,Community,Groundwater,No,90,30,TOM RILEY,TOM RILEY,ROBERT P LUDWIG,ROBERT@EDGEMONTRANCH.COM; RPLUDWIG.RL@GMAIL.COM;,null
CO0134635,LILLY BELLE,Reports,LA PLATA,A,"Non-Transient, Non-Community",Groundwater,No,30,14,JOHN RANDOLPH,JOHN RANDOLPH,JOHN RANDOLPH,randolph@frontier.net;,(BUS) 970-247-8552;
CO0137016,LIMON CORRECTIONAL FACILITY,Reports,LINCOLN,A,Community,Purchased Groundwater,No,1289,2,BRIAN FROST,BRIAN FROST,SCOTT LANCASTER,SCOTT.LANCASTER@STATE.CO.US;,(BUS) 719-740-8873;
CO0137015,LIMON TOWN OF,Reports,LINCOLN,A,Community,Groundwater,No,5080,962,WILL S PARKER,TERRY BROWNELL,GREG TACHA,GTACHA@TOWNOFLIMON.COM;,(BUS) 719-775-2346;
CO0101095,LINCOLN FMHC LLC,Reports,ADAMS,A,Community,Groundwater,No,232,88,ERNEST L ESPINOSA,ERNEST L ESPINOSA,ERNEST L ESPINOSA,ESPINOSA_ERNEST@HLCSPROS.COM;,(BUS) 303-632-7353;
CO0123470,LIONS RIDGE ESTATES,Reports,GARFIELD,A,Community,Groundwater UDI Surface Water,No,63,23,WALLACE E CANTERBURY,WALLACE E CANTERBURY,NATALIE ZANCANELLA,NATALIE@ZA-ENGINEERING.COM; sonny@za-engineering.com;,(BUS) 970-945-5700;
CO0149476,LITTLE ELK CREEK,Reports,PITKIN,A,Community,Groundwater UDI Surface Water,No,80,32,ALAN D LESLIE,ALAN D LESLIE,DAN HARRIS,RMAS3093@SKYBEAM.COM; ZGACME@MAC.COM;,(BUS) 970-927-3742;
CO0139475,LITTLE PARK WATER COOP,Reports,MESA,A,Community,Purchased Surface Water,YES,51,28,TODD DESMARAIS,TODD DESMARAIS,JUDITH RICE,rice.judith@bresnan.net;,(BUS) 970-234-9277;
CO0135477,LITTLE THOMPSON WD,Reports,LARIMER,A,Community,Purchased Surface Water,No,21779,9143,"DAVID SHUMPERT, JR.",null,KEN LAMBRECHT,klambrecht@ltwd.org;,(BUS) 970-532-2096;
CO0235283,LIVERMORE WS,Reports,LARIMER,A,"Non-Transient, Non-Community",Groundwater UDI Surface Water,No,101,6,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0162486,LOCHBUIE TOWN OF,Reports,WELD,A,Community,Groundwater,No,6830,2428,R WAYNE RAMEY,R WAYNE RAMEY,STEVE STAMEY,SSTAMEY@LOCHBUIE.ORG;,(BUS) 303-655-9308;
CO0144015,LOG LANE VILLAGE TOWN OF,Reports,MORGAN,A,Community,Purchased Groundwater,No,1006,342,LYDIA KISER,LYDIA KISER,MIKE FISHER,MFISHER@TOWNOFLLV.COM;,(BUS) 970-867-8027;
CO0261001,LONE STAR SCHOOL,Reports,WASHINGTON,A,"Non-Transient, Non-Community",Groundwater,No,149,5,GARRY FORRY,GARRY FORRY,GARRY FORRY,FORRYG@LONESTAR.K12.CO.US;,(BUS) 970-848-2778;
CO0107485,LONGMONT CITY OF,Reports,BOULDER,A,Community,Surface Water,No,87850,26816,NICHOLAS EHRLICH,JIM KAUFMAN,ROBERT D ALLEN,BOB.ALLEN@LONGMONTCOLORADO.GOV;,(BUS) 303-774-3709;
CO0107486,LONGS PEAK WD,Reports,BOULDER,A,Community,Surface Water,No,3200,1216,GARY S ALLEN,GARY S ALLEN,GARY S ALLEN,g.allen@lpwd.org;,(BUS) 303-776-3847;
CO0110026,LOOKOUT MOUNTAIN WD,Reports,CLEAR CREEK,A,Community,Surface Water,No,1378,501,GABRIELLE BEGEMAN,GABRIELLE BEGEMAN,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0134192,LOS PRADOS HOA,Reports,LA PLATA,A,Community,Groundwater,No,45,15,DAVID W MARSA,DAVID W MARSA,MIKE BOTTS,BOTTS.MICHAEL@GMAIL.COM;,(BUS) 970-799-3030;
CO0134580,LOS RANCHITOS HOA,Reports,LA PLATA,A,Community,Groundwater,No,84,44,TYLER WHITT,FRED STEPHENSON,STUART GRABER,stuartgraber@hotmail.com;,(BUS) 970-259-1437;
CO0230041,LOST VALLEY RANCH CORP,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,106,25,BRYAN MCCARTY,BRYAN MCCARTY,TONY WARNOCK,facilities@lostvalleyranch.com;,(BUS) 303-647-2311;
CO0107487,LOUISVILLE CITY OF,Reports,BOULDER,A,Community,Surface Water,No,20319,7035,MICHAEL CLEVELAND,GREG VENETTE,CORY PETERSON,CPETERSON@LOUISVILLECO.GOV;,(BUS) 303-335-4610;
CO0118035,LOUVIERS WSD,Reports,DOUGLAS,A,Community,Groundwater,No,238,115,WILL S PARKER,WILL S PARKER,WILL S PARKER,WILLSEMOCOR@HOTMAIL.COM;,(BUS) 303-681-2253;
CO0210015,LOVELAND BASIN SKI AREA,Reports,CLEAR CREEK,A,"Non-Transient, Non-Community",Surface Water,No,1025,4,GABRIELLE BEGEMAN,RONALD D WEAVER,ROB GOODELL,ROB.GOODELL@SKILOVELAND.COM;,(BUS) 303-571-5580;
CO0135485,LOVELAND CITY OF,Reports,LARIMER,A,Community,Surface Water,No,76378,27515,ANDY TENBRAAK,SHILOH THOMPSON,JEFF MONSON,jeff.monson@cityofloveland.org;,(BUS) 970-667-4416;
CO0107496,LYONS TOWN OF,Reports,BOULDER,A,Community,Purchased Surface Water,No,2832,906,R WAYNE RAMEY,R WAYNE RAMEY,VICTORIA SIMONSEN,VSIMONSEN@TOWNOFLYONS.COM;,(BUS) 303-823-6622;
CO0215538,MAD DOG WC,Reports,DELTA,A,Community,Surface Water,No,60,32,RICHARD A THATCHER,RICHARD A THATCHER,VERONICA SCHROEDER,maddogwatercompany@gmail.com;,(BUS) 309-644-1815;
CO0111700,MANASSA TOWN OF,Reports,CONEJOS,A,Community,Groundwater,No,967,495,PAUL GAREL,PAUL GAREL,TAMERA SMITH,TOWNOFMANASSA@GMAIL.COM;,(BUS) 719-843-5207;
CO0142600,MANCOS RURAL WATER COMPANY,Reports,MONTEZUMA,A,Community,Surface Water,No,1300,564,EDWARD C KRAMER,EDWARD C KRAMER,JON FICKEN,MANCOSRURALWATER@GMAIL.COM;,(BUS) 970-533-7435;
CO0142700,MANCOS TOWN OF,Reports,MONTEZUMA,A,Community,Surface Water,No,1390,552,JAMES JENNINGS,EDWARD C KRAMER,HEATHER ALVAREZ,HALVAREZ@MANCOSCOLORADO.COM;,(BUS) 970-533-7725; (BUS) 970-533-7727;
CO0121450,MANITOU SPRINGS CITY OF,Reports,EL PASO,A,Community,Surface Water,No,4890,2258,LAWRENCE E WATTERS,LAWRENCE E WATTERS,JEFF JONES,jeffjones@manitouspringsco.gov;,(BUS) 719-492-2359;
CO0145450,MANZANOLA TOWN OF,Reports,OTERO,A,Community,Groundwater,No,497,235,JACK EDWARD BARKER,JACK EDWARD BARKER,SHIRLEY ADAMS,manzanola@ci.manzanola.co.us;,(BUS) 719-462-5544;
CO0107502,MAPLE GROVE WD,Reports,BOULDER,A,Community,Groundwater,No,35,15,BRUCE J BEVIRT,BRUCE J BEVIRT,JOHN HERRING,OUTDRILLING@GMAIL.COM;,(BUS) 303-829-1956;
CO0154500,MARABOU HOA,Reports,ROUTT,A,Community,Groundwater,No,30,16,SCOTT SMITH,SCOTT SMITH,SCOTT BELL,null,(BUS) 651-245-2358;
CO0226500,MARBLE WC,Reports,GUNNISON,A,Community,Groundwater,No,113,48,CHARLEY PARKER,CHARLEY PARKER,KATHY ZENTMYER,KRZENTMYER@COMCAST.NET;,(BUS) 970-963-8991;
CO0230043,MARSHDALE ELEM SCHOOL,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,920,2,RAY COSBY,RAY COSBY,RAY COSBY,RAY.COSBY@JEFFCO.K12.CO.US;,(BUS) 303-789-1549;
CO0150800,MAY VALLEY WA,Reports,PROWERS,A,Community,Groundwater,No,1500,629,RICK A JONES,RICK A JONES,LORETTA MARSH,MAYVALLEYWATERASSN@HOTMAIL.COM;,(BUS) 719-829-4571;
CO0106500,MCCLAVE WA INC,Reports,BENT,A,Community,Groundwater,No,440,177,RICK A JONES,ROBERT RATCLIFF,KATHIE A VAN CAMPEN,h20_kat@hotmail.com; MCCLAVE.WATER@GMAIL.COM;,null
CO0207500,MCDONALD FARMS ENTERPRISES INC,Reports,WELD,A,Community,Purchased Surface Water,YES,772,8,R WAYNE RAMEY,R WAYNE RAMEY,SCOTT D MCDONALD,smcdonald@mcdonaldfarmsinc.com;,(BUS) 303-772-7938;
CO0207504,MEADOW MTN WATER SUPPLY,Reports,BOULDER,A,Community,Surface Water,No,80,34,BARRY MAUERMAN,BARRY MAUERMAN,RACHEL BARKWORTH,rachel@bluegagebooks.com;,(BUS) 303-823-2318;
CO0130500,MEADOWBROOK WD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,3290,1321,ERIC BYRD,null,BONNIE SKELLS,OFFICE@MEADOWBROOKWATERDISTRICT.COM; OFFICE@WILLOWBROOKWATER.ORG;,(BUS) 303-972-2054; (BUS) 303-986-2275;
CO0152505,MEEKER TOWN OF,Reports,RIO BLANCO,A,Community,Groundwater,No,2500,1180,TOBEY WILLEY,TOBEY WILLEY,MANDI ETHERIDGE,Mandi@town.meeker.co.us;,(BUS) 970-878-5344;
CO0143506,MENOKEN WD,Reports,MONTROSE,A,Community,Purchased Surface Water,No,3500,1319,ADAM TURNER,null,JOHN MCMILLAN,MENOKENMANAGEMENT@GMAIL.COM;,(BUS) 970-249-3242;
CO0126505,MERIDIAN LAKE PARK,Reports,GUNNISON,A,Community,Surface Water,No,250,118,KYLE G KOELLIKER,KYLE G KOELLIKER,MICHAEL FABBRE,MFABBRE@MCBWSD.COM;,(BUS) 970-349-7575;
CO0218015,MERIDIAN MD,Reports,DOUGLAS,A,Community,Groundwater,No,20750,500,JAMES R ADAMSSON,MITCHELL SEARS,KEN LYKENS,KEN.LYKENS@SHEAPROPERTIES.COM;,(BUS) 303-790-0345;
CO0121455,MERIDIAN SERVICE MD,Reports,EL PASO,A,Community,Groundwater,No,8814,2890,BRADEN MCCRORY,BRADEN MCCRORY,BRADEN MCCRORY,braden.m@meridianservice.org;,(BUS) 719-684-4761;
CO0138025,MERINO TOWN OF,Reports,LOGAN,A,Community,Groundwater,No,235,134,ELI KRUGER,DAVID R BECK,DAVID R BECK,BECK@STERLINGCOLO.COM; DAVID.BECK025@GMAIL.COM;,(BUS) 970-522-9700;
CO0108525,MESA ANTERO SUBD,Reports,CHAFFEE,A,Community,Groundwater,No,183,99,JEREMY ALLENBAUGH,JEREMY ALLENBAUGH,RICK HUM,rick.hum@gmail.com;,(BUS) 719-539-5058;
CO0159080,MESA CORTINA WSD,Reports,SUMMIT,A,Community,Groundwater,No,466,249,ASHLEY STRAUB,ASHLEY STRAUB,JULIE SORENSEN,jsorensen@orcwater.com;,(BUS) 720-287-0605;
CO0142750,MESA VERDE NATIONAL PARK,Reports,MONTEZUMA,A,"Non-Transient, Non-Community",Surface Water,No,3177,52,BRYON LONG,BRYON LONG,MICHAEL RUBIN,MICHAEL_RUBIN@NPS.GOV;,(BUS) 970-529-4607;
CO0139505,MESA WSD,Reports,MESA,A,Community,Groundwater UDI Surface Water,No,300,78,KIRK MORGAN,KIRK MORGAN,BOB BRIDGES,mesa.water@yahoo.com;,(BUS) 970-261-2654;
CO0221620,MIAMI YODER SCHOOL DISTRICT JT60,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,400,1,WILL S PARKER,WILL S PARKER,DEBRA PAYNE,debra.payne@miamiyoder.org;,(BUS) 719-478-2186;
CO0121465,MID COLORADO INVESTMENT,Reports,EL PASO,A,Community,Groundwater,No,0,1,null,ALFRED HAGEDORN III,ALFRED A HAGEDORN  III,hagedorn@bajabb.com;,(BUS) 719-687-5312;
CO0119508,MID VALLEY MD,Reports,EAGLE,A,Community,Groundwater,No,4500,1694,ALAN D LESLIE,ALAN D LESLIE,WILLIAM REYNOLDS,BREYNOLDS@SOPRIS.NET;,(BUS) 970-927-4077;
CO0139510,MIDLANDS VILLAGE,Reports,MESA,A,Community,Purchased Surface Water,No,630,347,BENNY ARCHULETA,BENNY ARCHULETA,ROBYN COX,ROBYN@LEADERSHIPCIRCLELLC.COM;,(BUS) 970-209-4581;
CO0107510,MILE HI WATER INC HAULER,Reports,BOULDER,A,Community,Purchased Surface Water,YES,1000,100,null,null,CARL LOVEN,carl@milehiwater.com;,(BUS) 303-249-9652;
CO0101510,MILE HIGH WC,Reports,ADAMS,A,Community,Purchased Surface Water,No,700,377,HARRY R STONE,null,DOUG MILLISON,KTMillison@msn.com;,(BUS) 303-588-0177;
CO0210017,MILL CREEK WIA,Reports,CLEAR CREEK,A,Community,Surface Water,No,67,40,JOHN VOLK,JOHN VOLK,GARY WICKHAM,GARYTWICKHAM@GMAIL.COM;,(BUS) 303-589-8653;
CO0143510,MILLARD MOBILE HOME PARK,Reports,MONTROSE,A,Community,Groundwater,No,77,31,TOM JOHNSON,TOM JOHNSON,BRITTA JOHNSON,ISLANDGIRL.BRITTA@GMAIL.COM;,(BUS) 970-596-7343;
CO0230020,MILLERCOORS USA LLC,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Surface Water,No,2725,20,PATRICK MCDONALD,PATRICK MCDONALD,MARK KOCH,MARK.KOCH@MILLERCOORS.COM;,(BUS) 303-277-7959;
CO0162511,MILLIKEN TOWN OF,Reports,WELD,A,Community,Groundwater,No,9160,4760,DON STONEBRINK,DON STONEBRINK,DON STONEBRINK,DSTONEBRINK@MILLIKENCO.GOV;,(BUS) 970-660-5029;
CO0154510,MILNER PARK,Reports,ROUTT,A,Community,Groundwater,No,100,35,LINDA FOSS,LINDA FOSS,LINDA FOSS,LFOSS8@gmail.com;,(BUS) 970-870-2979;
CO0123010,MINEOTA ESTATES,Reports,GARFIELD,A,Community,Groundwater,No,105,35,TREY FONNER,TREY FONNER,BRENT SMITH,null,(BUS) 970-948-2986;
CO0115513,MINNESOTA PIPELINE,Reports,DELTA,A,Community,Purchased Surface Water,No,72,29,WILLIAM L HABENICHT,WILLIAM L HABENICHT,CHRIS KENDALL,CKENDALL@TDS.NET;,(BUS) 970-201-4101;
CO0119510,MINTURN TOWN OF,Reports,EAGLE,A,Community,Surface Water,No,1200,550,JOHN VOLK,JOHN VOLK,MICHELLE METTEER,MANAGER@MINTURN.ORG;,(BUS) 970-827-5645;
CO0123510,MITCHELL COOPER DITCH PIPELINE,Reports,GARFIELD,A,Community,Groundwater UDI Surface Water,No,1200,60,ALAN D LESLIE,ALAN D LESLIE,ARTIE ROTHMAN,redmtnin@rof.net;,(BUS) 970-945-6353;
CO0255600,MOFFAT SCHOOL,Reports,SAGUACHE,A,"Non-Transient, Non-Community",Groundwater,No,150,3,CHAD TATE,CHAD TATE,SARAH WHITE,swhite@moffatschools.org;,(BUS) 719-745-0500;
CO0155518,MOFFAT TOWN OF,Reports,SAGUACHE,A,Community,Groundwater,No,25,15,ANN BUNTING,ANN BUNTING,MATHEW LITRENTA,clerk@moffatcolorado.com;,(BUS) 719-256-4538;
CO0108420,MONARCH MOUNTAIN LODGE,Reports,CHAFFEE,A,"Non-Transient, Non-Community",Groundwater UDI Surface Water,No,247,32,JOSHUA CICHOCKI,JOSHUA CICHOCKI,ROBIN Z RUFFINO,RRUFFINO@INSPIREOILANDGAS.COM;,(BUS) 713-385-4767;
CO0153600,MONTE VISTA CITY OF,Reports,RIO GRANDE,A,Community,Groundwater,No,4600,1700,BOBBY S ABEYTA,BOBBY S ABEYTA,ROBERT L VANCE,robertv@ci.monte-vista.co.us;,(BUS) 719-852-2692;
CO0253560,MONTE VISTA CO OP,Reports,RIO GRANDE,A,"Non-Transient, Non-Community",Groundwater,No,80,2,null,DEBRA M YARBROUGH,DEBRA M YARBROUGH,dyarbrough@mvcoop.com;,(BUS) 719-852-5181;
CO0230045,MONTESSORI CHILDRENS HOUSE,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,100,1,BRYAN MCCARTY,BRYAN MCCARTY,CHONG SHIRK,CSHIRK@MONTESSORI-EVERGREEN.ORG;,(BUS) 303-674-0093;
CO0230514,MONTESSORI MIDDLE SCHOOL,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,75,1,BRYAN MCCARTY,BRYAN MCCARTY,CHONG SHIRK,CSHIRK@MONTESSORI-EVERGREEN.ORG;,(BUS) 303-674-0093;
CO0142800,MONTEZUMA CNTY WD NO 1,Reports,MONTEZUMA,A,Community,Purchased Surface Water,No,490,242,CHARLES L MARTIN,CHARLES L MARTIN,TRESSA ALLEN,MCWD1@QWESTOFFICE.NET;,(BUS) 970-565-3343;
CO0142900,MONTEZUMA WC,Reports,MONTEZUMA,A,Community,Surface Water,No,13797,5202,STEVE BOWMAN,RON ROGGENBACK,STEVE BOWMAN,STEVE@MONTEZUMAWATER.ORG;,(BUS) 970-882-2226; (BUS) 970-759-3994;
CO0143518,MONTROSE CITY OF,Reports,MONTROSE,A,Community,Purchased Surface Water,No,19305,7857,JOHN PAUL ZARKIS,null,DAVID BRIES,DBRIES@CI.MONTROSE.CO.US;,(BUS) 970-240-1484;
CO0121475,MONUMENT TOWN OF,Reports,EL PASO,A,Community,Groundwater,No,4100,1091,STEVE R SHEFFIELD,STEVE R SHEFFIELD,STEVE R SHEFFIELD,ssheffield@tomgov.org;,(BUS) 719-243-3312;
CO0321525,MONUMENT WORK CENTER NO 1,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,36,7,TOM MCCLELLAND,TOM MCCLELLAND,NANCY E SMITH,nancy.e.smith@usda.gov;,(BUS) 719-477-4219;
CO0125518,MORAINE PARK WS,Reports,GRAND,A,Community,Groundwater,No,100,44,DOUGLAS A BELLATTY,DOUGLAS A BELLATTY,DOUGLAS A BELLATTY,dbellatty@townofgranby.com; db@coloradowaterinc.com;,(BUS) 970-887-2466;
CO0144020,MORGAN COUNTY QUALITY WD,Reports,MORGAN,A,Community,Groundwater,No,7425,2926,KYLE C MARICK,KYLE C MARICK,KENT PFLAGER,KPFLAGER@MCQWD.ORG;,(BUS) 970-867-3054;
CO0154518,MORRISON CREEK METRO DISTRICT,Reports,ROUTT,A,Community,Groundwater,No,800,375,WILLIAM R QUEEN,WILLIAM R QUEEN,GEOVANNY ROMERO,GDROMERO@MCWATER.ORG;,(BUS) 970-736-8250;
CO0130085,MORRISON TOWN OF,Reports,JEFFERSON,A,Community,Surface Water,No,9887,162,FRITZ FOUTS,FRITZ FOUTS,FRITZ FOUTS,FFOUTS@TOWN.MORRISON.CO.US; FRITZFOUTSJR@GMAIL.COM;,(BUS) 303-697-8749; (BUS) 303-697-8752; (BUS) 303-895-6016;
CO0126190,MOUNT CRESTED BUTTE WSD,Reports,GUNNISON,A,Community,Surface Water,No,3296,802,KYLE G KOELLIKER,KYLE G KOELLIKER,MICHAEL FABBRE,MFABBRE@MCBWSD.COM;,(BUS) 970-349-7575;
CO0226838,MOUNTAIN COAL CO LLC  WEST ELK MINE,Reports,GUNNISON,A,"Non-Transient, Non-Community",Surface Water,No,300,7,RICK GILLENWATER,RICK GILLENWATER,JESSICA WILCZEK,JWILCZEK@ARCHRSC.COM;,(BUS) 970-929-2308;
CO0134516,MOUNTAIN MAN WATER SERVICE,Reports,LA PLATA,A,Community,Purchased Surface Water,YES,200,2,DUSTIN KILLINEN,GARY R FRYE,DUSTIN KILLINEN,DKILLINEN@YAHOO.COM; MOUNTAINMANWATERSERVICE@YAHOO.COM;,(BUS) 970-884-0870;
CO0123518,MOUNTAIN MEADOWS,Reports,GARFIELD,A,Community,Groundwater,No,115,31,ALAN D LESLIE,ALAN D LESLIE,TAMI BROADHURST,TBROADHURST@RAELECTRIC.COM;,null
CO0160350,MOUNTAIN MUTUAL WA,Reports,TELLER,A,Community,Groundwater,No,463,348,DON HINDMAN,DON HINDMAN,CHERYL PETROWSKI,MM_WC@HOTMAIL.COM;,(BUS) 719-689-2527;
CO0206524,MOUNTAIN PRAIRIE LLC,Reports,BENT,A,"Non-Transient, Non-Community",Groundwater,No,125,25,WYATT M DOWELL,WYATT M DOWELL,KEP PROCTOR,KEPROCTOR@HORMEL.COM;,(BUS) 719-469-2317;
CO0151350,MOUNTAIN SHADOWS MOBILE ESTATES,Reports,PUEBLO,A,Community,Groundwater,No,56,36,CHARLES GOIN,CHARLES GOIN,CHRISTINA COLEMAN,CCOLEMAN806@GMAIL.COM;,(BUS) 303-880-1818;
CO0123519,MOUNTAIN VALLEY MHP,Reports,GARFIELD,A,Community,Groundwater,No,338,68,ALAN D LESLIE,ALAN D LESLIE,BRITTNEY WESTPHAL,MOUNTAINVALLEY@IPGMHC.COM; ASPENBASALT@IPGMHC.COM;,(BUS) 970-618-2999;
CO0130095,MOUNTAIN VIEW VILLAGE,Reports,JEFFERSON,A,Community,Groundwater,No,38,19,PAUL E GRANT II,PAUL E GRANT II,PAUL E GRANT II,p.grant@headwaysconsultants.net;,(BUS) 303-246-5254;
CO0133600,MOUNTAIN VIEW VILLAGE EAST,Reports,LAKE,A,Community,Groundwater,No,226,82,JOHN VOLK,JOHN VOLK,JORDAN NODEL,JORDAN@NODELPARKS.COM;,(BUS) 248-355-1550;
CO0133150,MOUNTAIN VIEW VILLAGE WEST,Reports,LAKE,A,Community,Groundwater,No,440,160,JOHN VOLK,JOHN VOLK,JORDAN NODEL,JORDAN@NODELPARKS.COM;,(BUS) 248-355-1550;
CO0101100,MOUNTAIN VIEW WUA,Reports,ADAMS,A,Community,Groundwater,No,320,120,R WAYNE RAMEY,R WAYNE RAMEY,DIANA HOWARD,DGH920@MESANETWORKS.NET;,(BUS) 303-659-0798;
CO0157400,MOUNTAIN VILLAGE TOWN OF,Reports,SAN MIGUEL,A,Community,Groundwater,No,8700,540,ROBERT HAINING,ROBERT HAINING,ROBERT HAINING,RHAINING@MTNVILLAGE.ORG;,(BUS) 970-729-3419;
CO0108600,MOUNTAIN VISTA VILLAGE,Reports,CHAFFEE,A,Community,Groundwater,No,100,37,LORRI LAU,LORRI LAU,LORRI LAU,landclau1@gmail.com;,(BUS) 719-539-4912;
CO0130100,MOUNTAIN WSD,Reports,JEFFERSON,A,Community,Groundwater UDI Surface Water,No,900,399,TERRY CHAMBERS,DONALD STAAL,LAUNA RAE WARINNER,MWSD@MTWATERANDSAN.COM;,(BUS) 303-838-7938;
CO0222518,MOUNTAINDALE CG AND CABINS,Reports,FREMONT,A,Community,Groundwater UDI Surface Water,No,228,97,ELLEN ELLSON,ELLEN ELLSON,ELLEN ELLSON,ELLSON.ELLEN@GMAIL.COM;,(BUS) 719-352-5257;
CO0130517,MOUNTAINSIDE ESTATES MHP,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,473,233,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0133500,MT ELBERT WA,Reports,LAKE,A,Community,Groundwater,No,170,210,GWEN LAWRENCE,GWEN LAWRENCE,AMY HOFFMAN,amy55hoffman@gmail.com;,(BUS) 303-257-1223;
CO0108500,MT PRINCETON HOT SPRINGS,Reports,CHAFFEE,A,"Non-Transient, Non-Community",Groundwater,No,137,6,LONNIE R OVERSOLE,LONNIE R OVERSOLE,THOMAS WARREN,trw@morganreed.com;,(BUS) 719-221-7799; (BUS) 888-395-7799;
CO0130090,MT VERNON COUNTRY CLUB,Reports,JEFFERSON,A,Community,Groundwater UDI Surface Water,No,734,105,JORDAN HERZING,JORDAN HERZING,MARCUS PACHECO,MPACHECO@CRSOFCOLORADO.COM;,(BUS) 303-381-4960;
CO0154524,MT WERNER WD,Reports,ROUTT,A,Community,Surface Water,No,16980,2492,BRUCE A THOMPSON,BRUCE A THOMPSON,FRANK ALFONE,FALFONE@MWWATER.COM;,(BUS) 970-879-2424;
CO0143525,MUSTANG WATER AUTHORITY,Reports,MONTROSE,A,Community,Surface Water,No,0,1,null,JACK CARTER,JACK CARTER,blackjack_water@yahoo.com;,(BUS) 970-864-7165; (BUS) 970-596-8087;
CO0134630,NARROW GAUGE MHP,Reports,LA PLATA,A,Community,Purchased Surface Water,No,150,63,DAVID W MARSA,DAVID W MARSA,JIM ELLIS,JIMANDMARILYN@ISP.COM;,(BUS) 970-884-4211;
CO0260533,NATIVE WATER,Reports,TELLER,A,Community,Purchased Surface Water,YES,100,50,LUCAS ELLSWORTH,null,ALEX ELLSWORTH,info@nativewaterdelivery.com;,(BUS) 719-322-3299;
CO0143533,NATURITA TOWN OF,Reports,MONTROSE,A,Community,Purchased Surface Water,No,585,430,CANDY KAY BURBRIDGE,null,BRYAN KEETON,BRYANKEETON743@GMAIL.COM; naturitapublicworks@yahoo.com;,(BUS) 970-417-5461; (BUS) 970-417-3682;
CO0104533,NAVAJO RIVER RANCH POA,Reports,ARCHULETA,A,Community,Groundwater UDI Surface Water,No,50,36,DENNIS MARTINEZ,DENNIS MARTINEZ,BARRY MARIONNEAUX,BARRY.MARIONNEAUX@CENTURYLINK.NET;,(BUS) 225-278-3729;
CO0128625,NAVAJO WESTERN WATER DISTRICT ESTATES,Reports,HUERFANO,A,Community,Groundwater,No,145,61,THOMAS NORTHUP,THOMAS NORTHUP,THOMAS NORTHUP,OPERATOR@NWWD.US;,(BUS) 719-738-3130;
CO0128600,NAVAJO WESTERN WD RESORTS,Reports,HUERFANO,A,Community,Groundwater,No,341,257,THOMAS NORTHUP,THOMAS NORTHUP,THOMAS NORTHUP,OPERATOR@NWWD.US;,(BUS) 719-738-3130;
CO0107538,NEDERLAND TOWN OF,Reports,BOULDER,A,Community,Surface Water,No,2406,985,CHRISTOPHER PELLETIER,CHRISTOPHER PELLETIER,MIRANDA FISHER,TownAdmin@Nederlandco.org;,(BUS) 303-258-3266;
CO0234565,NEEDLES COUNTRY SQUARE LLC,Reports,LA PLATA,A,"Non-Transient, Non-Community",Groundwater,No,75,13,DAVID W MARSA,DAVID W MARSA,DAVID W MARSA,swwastewater@yahoo.com;,(BUS) 970-759-1609;
CO0123538,NEW CASTLE TOWN OF,Reports,GARFIELD,A,Community,Surface Water,No,5024,1722,JUSTIN ROBB,KIMBERLY RIDER,DANIEL BECKER,DBECKER@NEWCASTLECOLORADO.ORG; OFFICE@NEWCREATIONCHURCH.ORG; DBKR25@GMAIL.COM; EPC@ENVIRONMENTALPROCESSCONTROL.COM;,(BUS) 970-984-3855; (BUS) 970-945-5902; (BUS) 970-963-8393;
CO0223168,NEW CREATION CHURCH OF GLENWOOD,Reports,GARFIELD,A,"Non-Transient, Non-Community",Groundwater,No,499,3,DANIEL BECKER,DANIEL BECKER,MARK BINTLIFF,office@newcreationchurch.org;,(BUS) 970-945-5902;
CO0162666,NEW RAYMER TOWN OF,Reports,WELD,A,Community,Groundwater,No,73,30,LYDIA KISER,LYDIA KISER,CARY LAMBERT,null,(BUS) 970-768-3514;
